Source,Target,Type,Id,Label,timeset,Weight
300763976,562917252,Directed,2116,,,1
22662800,365064968,Directed,746,,,1
22662800,405613416,Directed,747,,,1
23499242,8644937,Directed,748,,,1
23499242,91165966,Directed,749,,,1
23686916,10040536,Directed,750,,,1
23686916,56764584,Directed,751,,,1
23686916,125582803,Directed,752,,,1
23686916,136569654,Directed,753,,,1
23686916,141747402,Directed,754,,,1
23686916,179696593,Directed,755,,,1
24032841,3538796,Directed,756,,,1
24032841,3848664,Directed,757,,,1
24032841,4311406,Directed,758,,,1
24032841,6407680,Directed,759,,,1
24032841,14441649,Directed,760,,,1
24032841,19642021,Directed,761,,,1
24032841,20821771,Directed,762,,,1
24032841,307363013,Directed,763,,,1
24033979,11044395,Directed,765,,,1
24033979,15731920,Directed,766,,,1
24054585,12789381,Directed,767,,,1
24054585,14583473,Directed,768,,,1
24054585,42044934,Directed,769,,,1
562917252,140808280,Directed,2140,,,1
24054585,52055451,Directed,771,,,1
24054585,57516267,Directed,772,,,1
24054585,147112973,Directed,773,,,1
24054585,152061184,Directed,774,,,1
24054585,193946764,Directed,775,,,1
24054585,206047760,Directed,776,,,1
24054585,220099966,Directed,777,,,1
24082129,9372166,Directed,779,,,1
24082129,49896425,Directed,780,,,1
24337515,3864197,Directed,781,,,1
24337515,5349199,Directed,782,,,1
24337515,5751292,Directed,783,,,1
24337515,7066177,Directed,784,,,1
24337515,31321482,Directed,785,,,1
24337515,37265069,Directed,786,,,1
24337515,39207926,Directed,787,,,1
24337515,74613242,Directed,788,,,1
24337515,150562623,Directed,789,,,1
24491068,2459486,Directed,790,,,1
24491068,76785174,Directed,791,,,1
24491068,142565923,Directed,792,,,1
24491068,154552427,Directed,793,,,1
24491068,164933558,Directed,794,,,1
24491068,246841629,Directed,795,,,1
26860248,186301632,Directed,796,,,1
26860248,263420880,Directed,797,,,1
27625112,6516489,Directed,798,,,1
27625112,15803716,Directed,799,,,1
27625112,19649658,Directed,800,,,1
27625112,21547742,Directed,801,,,1
27625112,22662800,Directed,802,,,1
27625112,31130945,Directed,803,,,1
562917252,100374520,Directed,2141,,,1
27625112,52055451,Directed,805,,,1
27625112,72454202,Directed,806,,,1
27625112,140808280,Directed,807,,,1
27625112,205312651,Directed,808,,,1
27625112,205850158,Directed,809,,,1
27625112,215122811,Directed,810,,,1
27625112,220099966,Directed,811,,,1
27625112,241122169,Directed,812,,,1
27625112,258771167,Directed,813,,,1
27625112,266034113,Directed,814,,,1
27625112,311614096,Directed,815,,,1
27625112,365064968,Directed,816,,,1
27625112,405613416,Directed,817,,,1
27625112,524948955,Directed,818,,,1
28900519,3363362,Directed,819,,,1
28900519,4311406,Directed,820,,,1
28900519,5325067,Directed,821,,,1
28900519,6407680,Directed,822,,,1
28900519,6769254,Directed,823,,,1
28900519,7038577,Directed,824,,,1
28900519,7815454,Directed,825,,,1
28900519,9173772,Directed,827,,,1
28900519,10020082,Directed,828,,,1
28900519,14441649,Directed,829,,,1
28900519,19642021,Directed,830,,,1
28900519,20821771,Directed,831,,,1
28900519,62561894,Directed,832,,,1
28900519,307363013,Directed,833,,,1
29424858,6516489,Directed,835,,,1
29424858,12789381,Directed,836,,,1
29424858,15803716,Directed,837,,,1
29424858,21547742,Directed,838,,,1
29424858,42044934,Directed,839,,,1
29424858,45240815,Directed,840,,,1
29424858,52055451,Directed,841,,,1
29424858,100374520,Directed,842,,,1
29424858,140808280,Directed,843,,,1
29424858,152061184,Directed,844,,,1
29424858,220099966,Directed,845,,,1
29424858,405613416,Directed,846,,,1
31130945,14583473,Directed,847,,,1
31130945,15803716,Directed,848,,,1
31130945,19045333,Directed,849,,,1
31130945,27625112,Directed,850,,,1
31130945,42044934,Directed,851,,,1
31130945,45240815,Directed,852,,,1
31130945,52055451,Directed,853,,,1
31130945,57516267,Directed,854,,,1
31130945,72454202,Directed,855,,,1
31130945,73089978,Directed,856,,,1
31130945,100374520,Directed,857,,,1
31130945,140808280,Directed,858,,,1
31130945,141211618,Directed,859,,,1
31130945,152061184,Directed,860,,,1
31130945,155661745,Directed,861,,,1
31130945,168639534,Directed,862,,,1
31130945,193946764,Directed,863,,,1
31130945,195924453,Directed,864,,,1
31130945,205850158,Directed,865,,,1
31130945,215122811,Directed,866,,,1
31130945,219156121,Directed,867,,,1
31130945,220099966,Directed,868,,,1
31130945,222654604,Directed,869,,,1
31130945,229970498,Directed,870,,,1
31130945,255020634,Directed,871,,,1
31130945,255731762,Directed,872,,,1
31130945,266034113,Directed,873,,,1
31130945,300763976,Directed,874,,,1
31130945,350203424,Directed,875,,,1
266034113,562917252,Directed,2117,,,1
31130945,365064968,Directed,877,,,1
7372677,562917253,Directed,2160,,,1
31321482,413300,Directed,880,,,1
31321482,3864197,Directed,881,,,1
31321482,5349199,Directed,882,,,1
31321482,5751292,Directed,883,,,1
31321482,7066177,Directed,884,,,1
31321482,8764390,Directed,885,,,1
31321482,13186664,Directed,886,,,1
31321482,16547019,Directed,887,,,1
31321482,24337515,Directed,888,,,1
31321482,37265069,Directed,889,,,1
31321482,39207926,Directed,890,,,1
31321482,41269481,Directed,891,,,1
31321482,74613242,Directed,892,,,1
31321482,120271658,Directed,893,,,1
31321482,138282840,Directed,894,,,1
31321482,150562623,Directed,895,,,1
31321482,285604117,Directed,896,,,1
31592008,10040536,Directed,897,,,1
31592008,513457158,Directed,898,,,1
36395547,9155167,Directed,899,,,1
36395547,38661612,Directed,900,,,1
36395547,52418947,Directed,901,,,1
36395547,54447453,Directed,902,,,1
36395547,89278547,Directed,903,,,1
36395547,255520508,Directed,904,,,1
36395547,404106269,Directed,905,,,1
36395547,469499447,Directed,906,,,1
36441035,4311406,Directed,907,,,1
36441035,9155167,Directed,908,,,1
36441035,52418947,Directed,909,,,1
36441035,54447453,Directed,910,,,1
36441035,214260332,Directed,911,,,1
36441035,550950751,Directed,912,,,1
37265069,3864197,Directed,913,,,1
37265069,5349199,Directed,914,,,1
37265069,5751292,Directed,915,,,1
37265069,7066177,Directed,916,,,1
37265069,16547019,Directed,917,,,1
37265069,18534161,Directed,918,,,1
37265069,24337515,Directed,919,,,1
37265069,31321482,Directed,920,,,1
37265069,39207926,Directed,921,,,1
37265069,41269481,Directed,922,,,1
37265069,74613242,Directed,923,,,1
37265069,100070218,Directed,924,,,1
37265069,138282840,Directed,925,,,1
37265069,150562623,Directed,926,,,1
37265069,285604117,Directed,927,,,1
38661612,89278547,Directed,928,,,1
38661612,404106269,Directed,929,,,1
38661612,469499447,Directed,930,,,1
39207926,413300,Directed,931,,,1
39207926,3864197,Directed,932,,,1
39207926,5349199,Directed,933,,,1
39207926,5751292,Directed,934,,,1
39207926,6111900,Directed,935,,,1
39207926,7066177,Directed,936,,,1
39207926,9433513,Directed,937,,,1
39207926,16547019,Directed,938,,,1
39207926,18831551,Directed,939,,,1
39207926,24337515,Directed,940,,,1
39207926,31321482,Directed,941,,,1
39207926,37265069,Directed,942,,,1
39207926,74613242,Directed,943,,,1
39207926,100070218,Directed,944,,,1
39207926,138282840,Directed,945,,,1
39207926,150562623,Directed,946,,,1
41269481,3864197,Directed,947,,,1
41269481,5349199,Directed,948,,,1
41269481,5751292,Directed,949,,,1
41269481,6111900,Directed,950,,,1
41269481,7066177,Directed,951,,,1
41269481,16547019,Directed,952,,,1
41269481,18534161,Directed,953,,,1
41269481,31321482,Directed,954,,,1
41269481,74613242,Directed,955,,,1
41269481,100070218,Directed,956,,,1
41269481,138282840,Directed,957,,,1
41269481,150562623,Directed,958,,,1
42044934,12789381,Directed,959,,,1
42044934,14583473,Directed,960,,,1
42044934,24054585,Directed,961,,,1
42044934,29424858,Directed,962,,,1
42044934,31130945,Directed,963,,,1
42044934,45712751,Directed,964,,,1
42044934,52055451,Directed,965,,,1
42044934,57516267,Directed,966,,,1
42044934,72454202,Directed,967,,,1
42044934,100374520,Directed,968,,,1
42044934,129500474,Directed,969,,,1
42044934,140808280,Directed,970,,,1
42044934,167872081,Directed,971,,,1
42044934,193946764,Directed,972,,,1
42044934,311614096,Directed,973,,,1
258771167,562917252,Directed,2118,,,1
42044934,365064968,Directed,975,,,1
6769254,562917253,Directed,2161,,,1
45240815,6516489,Directed,977,,,1
45240815,12789381,Directed,978,,,1
45240815,22662800,Directed,979,,,1
45240815,29424858,Directed,980,,,1
45240815,31130945,Directed,981,,,1
562917252,72454202,Directed,2142,,,1
45240815,52055451,Directed,983,,,1
45240815,56163145,Directed,984,,,1
45240815,72454202,Directed,985,,,1
45240815,100374520,Directed,986,,,1
45240815,129500474,Directed,987,,,1
45240815,140808280,Directed,988,,,1
45240815,147112973,Directed,989,,,1
45240815,152061184,Directed,990,,,1
45240815,193946764,Directed,991,,,1
45240815,300763976,Directed,992,,,1
220099966,562917252,Directed,2119,,,1
45240815,365064968,Directed,994,,,1
45712751,19045333,Directed,996,,,1
45712751,42044934,Directed,997,,,1
45712751,52055451,Directed,998,,,1
45712751,83633813,Directed,999,,,1
45712751,147112973,Directed,1000,,,1
45712751,152061184,Directed,1001,,,1
45712751,167872081,Directed,1002,,,1
45712751,193946764,Directed,1003,,,1
45712751,300763976,Directed,1004,,,1
45712751,350203424,Directed,1005,,,1
4311406,562917253,Directed,2162,,,1
49896425,9372166,Directed,1007,,,1
49896425,10360922,Directed,1008,,,1
49896425,24082129,Directed,1009,,,1
52055451,5599901,Directed,1010,,,1
52055451,6516489,Directed,1011,,,1
52055451,12789381,Directed,1012,,,1
52055451,14583473,Directed,1013,,,1
52055451,15803716,Directed,1014,,,1
52055451,19045333,Directed,1015,,,1
52055451,21547742,Directed,1016,,,1
52055451,24054585,Directed,1017,,,1
52055451,27625112,Directed,1018,,,1
52055451,29424858,Directed,1019,,,1
52055451,31130945,Directed,1020,,,1
52055451,42044934,Directed,1021,,,1
52055451,45240815,Directed,1022,,,1
52055451,45712751,Directed,1023,,,1
562917252,57516267,Directed,2143,,,1
52055451,56163145,Directed,1025,,,1
52055451,63244111,Directed,1026,,,1
52055451,72454202,Directed,1027,,,1
52055451,73089978,Directed,1028,,,1
562917252,222654604,Directed,2134,,,1
52055451,100374520,Directed,1030,,,1
52055451,129500474,Directed,1031,,,1
52055451,140808280,Directed,1032,,,1
52055451,142952695,Directed,1033,,,1
52055451,152061184,Directed,1034,,,1
52055451,155661745,Directed,1035,,,1
52055451,167872081,Directed,1036,,,1
52055451,168639534,Directed,1037,,,1
52055451,193946764,Directed,1038,,,1
52055451,195924453,Directed,1039,,,1
52055451,205850158,Directed,1040,,,1
52055451,206047760,Directed,1041,,,1
52055451,206509464,Directed,1042,,,1
52055451,210752933,Directed,1043,,,1
52055451,215122811,Directed,1044,,,1
52055451,220099966,Directed,1045,,,1
52055451,229970498,Directed,1046,,,1
52055451,241122169,Directed,1047,,,1
52055451,249341403,Directed,1048,,,1
52055451,255731762,Directed,1049,,,1
52055451,258771167,Directed,1050,,,1
52055451,300763976,Directed,1051,,,1
52055451,311614096,Directed,1052,,,1
52055451,350203424,Directed,1053,,,1
206047760,562917252,Directed,2120,,,1
52055451,365064968,Directed,1055,,,1
3848664,562917253,Directed,2163,,,1
52418947,5938997,Directed,1058,,,1
52418947,8316747,Directed,1059,,,1
52418947,9155167,Directed,1060,,,1
52418947,36395547,Directed,1061,,,1
52418947,36441035,Directed,1062,,,1
52418947,54447453,Directed,1063,,,1
52418947,214260332,Directed,1064,,,1
52418947,255520508,Directed,1065,,,1
52418947,404106269,Directed,1066,,,1
52418947,550950751,Directed,1067,,,1
53937541,2699093,Directed,1068,,,1
53937541,2833128,Directed,1069,,,1
53937541,9372166,Directed,1070,,,1
53937541,9673822,Directed,1071,,,1
53937541,10360922,Directed,1072,,,1
53937541,15804314,Directed,1074,,,1
54447453,2058128,Directed,1075,,,1
54447453,5938997,Directed,1076,,,1
54447453,6218698,Directed,1077,,,1
54447453,8316747,Directed,1078,,,1
54447453,9155167,Directed,1079,,,1
54447453,36395547,Directed,1080,,,1
54447453,36441035,Directed,1081,,,1
54447453,38661612,Directed,1082,,,1
54447453,52418947,Directed,1083,,,1
54447453,89278547,Directed,1084,,,1
54447453,189096318,Directed,1085,,,1
54447453,255520508,Directed,1086,,,1
54447453,404106269,Directed,1087,,,1
55826326,1687066,Directed,1088,,,1
55826326,1895348,Directed,1089,,,1
55826326,15604345,Directed,1090,,,1
56163145,45240815,Directed,1092,,,1
56163145,52055451,Directed,1093,,,1
56163145,72454202,Directed,1094,,,1
56163145,100374520,Directed,1095,,,1
56163145,129500474,Directed,1096,,,1
56163145,140808280,Directed,1097,,,1
56163145,258771167,Directed,1098,,,1
56764584,10040536,Directed,1099,,,1
56764584,23686916,Directed,1100,,,1
56764584,123126139,Directed,1101,,,1
56764584,136569654,Directed,1102,,,1
56764584,141747402,Directed,1103,,,1
56764584,179696593,Directed,1104,,,1
57516267,12789381,Directed,1105,,,1
57516267,14583473,Directed,1106,,,1
57516267,19045333,Directed,1107,,,1
57516267,24054585,Directed,1108,,,1
57516267,31130945,Directed,1109,,,1
57516267,42044934,Directed,1110,,,1
57516267,193946764,Directed,1111,,,1
57516267,206047760,Directed,1112,,,1
57516267,365064968,Directed,1113,,,1
562917253,307363013,Directed,2164,,,1
61819107,1601280,Directed,1115,,,1
61819107,8837849,Directed,1116,,,1
61819107,142929208,Directed,1117,,,1
61819107,508267550,Directed,1118,,,1
62561894,6407680,Directed,1119,,,1
62561894,7815454,Directed,1120,,,1
62561894,28900519,Directed,1121,,,1
63244111,15803716,Directed,1122,,,1
63244111,52055451,Directed,1123,,,1
63244111,73089978,Directed,1124,,,1
63244111,142952695,Directed,1125,,,1
63244111,178467784,Directed,1126,,,1
63244111,210752933,Directed,1127,,,1
63244111,219930156,Directed,1128,,,1
63244111,220099966,Directed,1129,,,1
63244111,223409040,Directed,1130,,,1
63244111,241122169,Directed,1131,,,1
63244111,255020634,Directed,1132,,,1
63244111,311614096,Directed,1133,,,1
63244111,325841893,Directed,1134,,,1
63244111,350203424,Directed,1135,,,1
63244111,350930289,Directed,1136,,,1
63244111,508267550,Directed,1137,,,1
63244111,524948955,Directed,1138,,,1
65225390,3538796,Directed,1139,,,1
65225390,4422316,Directed,1140,,,1
65225390,6308154,Directed,1141,,,1
65225390,6769254,Directed,1142,,,1
65225390,7372677,Directed,1143,,,1
65225390,9667022,Directed,1144,,,1
72454202,5599901,Directed,1145,,,1
72454202,8837849,Directed,1146,,,1
72454202,12789381,Directed,1147,,,1
72454202,14583473,Directed,1148,,,1
72454202,15093046,Directed,1149,,,1
72454202,19045333,Directed,1150,,,1
72454202,19649658,Directed,1151,,,1
72454202,22662800,Directed,1152,,,1
72454202,27625112,Directed,1153,,,1
72454202,31130945,Directed,1154,,,1
72454202,42044934,Directed,1155,,,1
72454202,45240815,Directed,1156,,,1
562917252,52055451,Directed,2144,,,1
72454202,52055451,Directed,1158,,,1
72454202,56163145,Directed,1159,,,1
72454202,129500474,Directed,1160,,,1
72454202,152061184,Directed,1161,,,1
72454202,193946764,Directed,1162,,,1
72454202,205850158,Directed,1163,,,1
72454202,215122811,Directed,1164,,,1
72454202,258771167,Directed,1165,,,1
72454202,263910175,Directed,1166,,,1
72454202,266034113,Directed,1167,,,1
205312651,562917252,Directed,2121,,,1
72454202,365064968,Directed,1169,,,1
72454202,405613416,Directed,1170,,,1
562917253,28900519,Directed,2165,,,1
73089978,31130945,Directed,1173,,,1
73089978,52055451,Directed,1174,,,1
73089978,63244111,Directed,1175,,,1
73089978,140808280,Directed,1176,,,1
73089978,142952695,Directed,1177,,,1
73089978,168639534,Directed,1178,,,1
73089978,210752933,Directed,1179,,,1
73089978,255020634,Directed,1180,,,1
73089978,259383606,Directed,1181,,,1
73089978,311614096,Directed,1182,,,1
73089978,325841893,Directed,1183,,,1
73089978,350930289,Directed,1184,,,1
74613242,3864197,Directed,1185,,,1
74613242,5349199,Directed,1186,,,1
74613242,5751292,Directed,1187,,,1
74613242,6111900,Directed,1188,,,1
74613242,7066177,Directed,1189,,,1
74613242,24337515,Directed,1190,,,1
74613242,31321482,Directed,1191,,,1
74613242,37265069,Directed,1192,,,1
74613242,39207926,Directed,1193,,,1
74613242,41269481,Directed,1194,,,1
74613242,100070218,Directed,1195,,,1
74613242,150562623,Directed,1196,,,1
74613242,285604117,Directed,1197,,,1
76785174,24491068,Directed,1198,,,1
76785174,142565923,Directed,1199,,,1
76785174,154552427,Directed,1200,,,1
76785174,164933558,Directed,1201,,,1
83633813,45712751,Directed,1202,,,1
562917252,45712751,Directed,2145,,,1
83633813,152061184,Directed,1204,,,1
89278547,9155167,Directed,1206,,,1
89278547,36395547,Directed,1207,,,1
89278547,38661612,Directed,1208,,,1
89278547,54447453,Directed,1209,,,1
89278547,404106269,Directed,1210,,,1
89278547,469499447,Directed,1211,,,1
91165966,15804314,Directed,1212,,,1
91165966,23499242,Directed,1213,,,1
91165966,112447060,Directed,1214,,,1
92674866,2459486,Directed,1215,,,1
92674866,7383910,Directed,1216,,,1
92674866,7726541,Directed,1217,,,1
92674866,142565923,Directed,1218,,,1
92674866,154552427,Directed,1219,,,1
92674866,164933558,Directed,1220,,,1
92674866,246841629,Directed,1221,,,1
100070218,5349199,Directed,1222,,,1
100070218,5751292,Directed,1223,,,1
100070218,6111900,Directed,1224,,,1
100070218,7066177,Directed,1225,,,1
100070218,37265069,Directed,1226,,,1
100070218,39207926,Directed,1227,,,1
100070218,41269481,Directed,1228,,,1
100070218,74613242,Directed,1229,,,1
100070218,150562623,Directed,1230,,,1
100374520,6516489,Directed,1231,,,1
100374520,12789381,Directed,1232,,,1
100374520,15803716,Directed,1233,,,1
100374520,19045333,Directed,1234,,,1
100374520,21547742,Directed,1235,,,1
100374520,22662800,Directed,1236,,,1
100374520,29424858,Directed,1237,,,1
100374520,31130945,Directed,1238,,,1
100374520,42044934,Directed,1239,,,1
100374520,45240815,Directed,1240,,,1
562917252,42044934,Directed,2146,,,1
100374520,52055451,Directed,1242,,,1
100374520,56163145,Directed,1243,,,1
562917252,220099966,Directed,2135,,,1
100374520,140808280,Directed,1245,,,1
100374520,147112973,Directed,1246,,,1
100374520,193946764,Directed,1247,,,1
100374520,215122811,Directed,1248,,,1
100374520,220099966,Directed,1249,,,1
100374520,229970498,Directed,1250,,,1
100374520,266034113,Directed,1251,,,1
562917253,24032841,Directed,2166,,,1
109410473,9433513,Directed,1254,,,1
112447060,2699093,Directed,1255,,,1
112447060,9372166,Directed,1256,,,1
112447060,10360922,Directed,1257,,,1
112447060,15804314,Directed,1258,,,1
112447060,91165966,Directed,1259,,,1
119352565,4422316,Directed,1260,,,1
119352565,7372677,Directed,1261,,,1
119352565,9667022,Directed,1262,,,1
120271658,16547019,Directed,1263,,,1
120271658,31321482,Directed,1264,,,1
123126139,56764584,Directed,1265,,,1
125582803,23686916,Directed,1266,,,1
125582803,136569654,Directed,1267,,,1
125582803,141747402,Directed,1268,,,1
125582803,179696593,Directed,1269,,,1
129500474,12789381,Directed,1270,,,1
129500474,42044934,Directed,1271,,,1
129500474,45240815,Directed,1272,,,1
129500474,52055451,Directed,1273,,,1
129500474,56163145,Directed,1274,,,1
129500474,72454202,Directed,1275,,,1
140808280,562917252,Directed,2122,,,1
129500474,365064968,Directed,1277,,,1
134517851,135895542,Directed,1278,,,1
134517851,157264377,Directed,1279,,,1
135895542,134517851,Directed,1280,,,1
135895542,154552427,Directed,1281,,,1
135895542,157264377,Directed,1282,,,1
136569654,23686916,Directed,1283,,,1
136569654,56764584,Directed,1284,,,1
136569654,125582803,Directed,1285,,,1
136569654,141747402,Directed,1286,,,1
136569654,179696593,Directed,1287,,,1
138282840,3864197,Directed,1288,,,1
138282840,5349199,Directed,1289,,,1
138282840,5751292,Directed,1290,,,1
138282840,7066177,Directed,1291,,,1
138282840,31321482,Directed,1292,,,1
138282840,37265069,Directed,1293,,,1
138282840,39207926,Directed,1294,,,1
138282840,41269481,Directed,1295,,,1
140808280,12789381,Directed,1296,,,1
140808280,14583473,Directed,1297,,,1
140808280,19045333,Directed,1298,,,1
140808280,19649658,Directed,1299,,,1
140808280,21343657,Directed,1300,,,1
140808280,21547742,Directed,1301,,,1
140808280,27625112,Directed,1302,,,1
140808280,29424858,Directed,1303,,,1
140808280,31130945,Directed,1304,,,1
140808280,42044934,Directed,1305,,,1
140808280,45240815,Directed,1306,,,1
140808280,52055451,Directed,1307,,,1
140808280,56163145,Directed,1308,,,1
140808280,73089978,Directed,1309,,,1
140808280,100374520,Directed,1310,,,1
140808280,141211618,Directed,1311,,,1
140808280,147112973,Directed,1312,,,1
140808280,155661745,Directed,1313,,,1
140808280,168639534,Directed,1314,,,1
140808280,193946764,Directed,1315,,,1
140808280,195924453,Directed,1316,,,1
140808280,205850158,Directed,1317,,,1
140808280,206047760,Directed,1318,,,1
140808280,210183629,Directed,1319,,,1
140808280,210752933,Directed,1320,,,1
140808280,215122811,Directed,1321,,,1
140808280,219156121,Directed,1322,,,1
140808280,220099966,Directed,1323,,,1
140808280,229970498,Directed,1324,,,1
140808280,241122169,Directed,1325,,,1
140808280,249341403,Directed,1326,,,1
140808280,255020634,Directed,1327,,,1
140808280,255731762,Directed,1328,,,1
140808280,258771167,Directed,1329,,,1
140808280,311614096,Directed,1330,,,1
140808280,365064968,Directed,1331,,,1
140808280,405613416,Directed,1332,,,1
562917253,20821771,Directed,2167,,,1
141211618,15803716,Directed,1335,,,1
141211618,31130945,Directed,1336,,,1
141211618,140808280,Directed,1337,,,1
141211618,152061184,Directed,1338,,,1
141211618,206509464,Directed,1339,,,1
141211618,210183629,Directed,1340,,,1
141211618,210752933,Directed,1341,,,1
141211618,219156121,Directed,1342,,,1
141211618,222654604,Directed,1343,,,1
141211618,266034113,Directed,1344,,,1
141747402,10040536,Directed,1345,,,1
141747402,23686916,Directed,1346,,,1
141747402,56764584,Directed,1347,,,1
141747402,125582803,Directed,1348,,,1
141747402,136569654,Directed,1349,,,1
141747402,179696593,Directed,1350,,,1
141747402,260101515,Directed,1351,,,1
142565923,2459486,Directed,1352,,,1
142565923,7383910,Directed,1353,,,1
142565923,7726541,Directed,1354,,,1
142565923,24491068,Directed,1355,,,1
142565923,76785174,Directed,1356,,,1
142565923,92674866,Directed,1357,,,1
142565923,164933558,Directed,1358,,,1
142565923,246841629,Directed,1359,,,1
142639387,7038577,Directed,1360,,,1
142639387,14870878,Directed,1361,,,1
142639387,20821771,Directed,1362,,,1
142929208,1601280,Directed,1363,,,1
142929208,8837849,Directed,1364,,,1
142929208,61819107,Directed,1365,,,1
142952695,14583473,Directed,1366,,,1
142952695,15803716,Directed,1367,,,1
142952695,52055451,Directed,1368,,,1
142952695,63244111,Directed,1369,,,1
142952695,73089978,Directed,1370,,,1
142952695,168639534,Directed,1371,,,1
142952695,178467784,Directed,1372,,,1
142952695,210752933,Directed,1373,,,1
142952695,220099966,Directed,1374,,,1
142952695,259383606,Directed,1375,,,1
142952695,266034113,Directed,1376,,,1
142952695,325841893,Directed,1377,,,1
142952695,350203424,Directed,1378,,,1
142952695,405613416,Directed,1379,,,1
142952695,524948955,Directed,1380,,,1
144468561,5599901,Directed,1381,,,1
144468561,14583473,Directed,1382,,,1
144468561,22662800,Directed,1383,,,1
144468561,205312651,Directed,1384,,,1
144468561,206047760,Directed,1385,,,1
144468561,215122811,Directed,1386,,,1
144468561,258771167,Directed,1387,,,1
144468561,263910175,Directed,1388,,,1
144468561,405613416,Directed,1389,,,1
147112973,19045333,Directed,1390,,,1
147112973,24054585,Directed,1391,,,1
147112973,45240815,Directed,1392,,,1
147112973,45712751,Directed,1393,,,1
147112973,100374520,Directed,1394,,,1
147112973,140808280,Directed,1395,,,1
147112973,152061184,Directed,1396,,,1
147112973,167872081,Directed,1397,,,1
147112973,300763976,Directed,1398,,,1
562917253,19642021,Directed,2168,,,1
150562623,3864197,Directed,1400,,,1
150562623,5349199,Directed,1401,,,1
150562623,5751292,Directed,1402,,,1
150562623,6111900,Directed,1403,,,1
150562623,7066177,Directed,1404,,,1
150562623,16547019,Directed,1405,,,1
150562623,24337515,Directed,1406,,,1
150562623,31321482,Directed,1407,,,1
150562623,37265069,Directed,1408,,,1
150562623,39207926,Directed,1409,,,1
150562623,41269481,Directed,1410,,,1
150562623,74613242,Directed,1411,,,1
150562623,100070218,Directed,1412,,,1
150562623,285604117,Directed,1413,,,1
151521615,1601280,Directed,1414,,,1
152061184,6516489,Directed,1415,,,1
152061184,12789381,Directed,1416,,,1
152061184,19045333,Directed,1417,,,1
152061184,24054585,Directed,1418,,,1
152061184,29424858,Directed,1419,,,1
152061184,31130945,Directed,1420,,,1
152061184,45240815,Directed,1421,,,1
152061184,45712751,Directed,1422,,,1
152061184,52055451,Directed,1423,,,1
